companies,Total,Average,Number
Awesomeness Films,10025571.0,10025571.0,1
Eden Wurmfeld Films,10013424.0,10013424.0,1
Cineric,10013424.0,10013424.0,1
Michael Alden Productions,10013424.0,10013424.0,1
Brad Zions Films,10013424.0,10013424.0,1
Fearmakers Studios,10012022.0,10012022.0,1
Gran Via,10011050.0,10011050.0,1
Lions Gate Entertainments,10000000.0,10000000.0,1
Joseph M. Schenck Enterprises,10000000.0,10000000.0,1
Miracle Communications Ltd.,10000000.0,10000000.0,1
Nadiadwala Grandsons,10000000.0,10000000.0,1
Night Light Films,10000000.0,10000000.0,1
Lord of the Wind,10000000.0,10000000.0,1
Cyclops Vision,10000000.0,10000000.0,1
Roxlom Films,10000000.0,10000000.0,1
Cooga Mooga,10000000.0,10000000.0,1
Mpower Pictures,9982420.0,3327473.3333333335,3
Picture Perfect Corporation,9907002.0,3302334.0,3
Picturehouse Entertainment,9901952.0,4950976.0,2
VBT Productions,9898412.0,9898412.0,1
Ballpark Productions Partnership,9898412.0,9898412.0,1
National Film & Video Foundation of South Africa,9879971.0,9879971.0,1
UK Film & TV Production Company,9879971.0,9879971.0,1
Movieworld Productions,9879971.0,9879971.0,1
Andrew Lauren Productions (ALP),9875395.0,4937697.5,2
TNT,9816332.0,9816332.0,1
Screen Yorkshire,9802391.0,4901195.5,2
Baby Cow Films,9800000.0,9800000.0,1
IDEA Filmproduktions,9793496.0,9793496.0,1
Lunar Industries,9760104.0,9760104.0,1
Limelight Fund,9760104.0,9760104.0,1
Liberty Films UK,9760104.0,9760104.0,1
Topcraft,9756976.0,4878488.0,2
Leopolis,9713500.0,9713500.0,1
Bill Kenwright Films,9686319.0,4843159.5,2
Pandora Cinema,9661442.0,2415360.5,4
Liberty Films (II),9644124.0,9644124.0,1
Emu Creek Pictures,9630444.0,9630444.0,1
True Crime Australia,9630444.0,9630444.0,1
Duo Art Productions,9630444.0,9630444.0,1
Studio Babelsberg Motion Pictures,9627492.0,9627492.0,1
Dos Corazones,9622846.0,9622846.0,1
Horizon Pictures,9600000.0,9600000.0,1
Strela,9594670.0,4797335.0,2
Bauer Martinez Studios,9576495.0,9576495.0,1
I Could Never Ltd.,9576495.0,9576495.0,1
Cannon Pictures,9538951.0,4769475.5,2
Renfield Productions,9532895.0,9532895.0,1
Falcon Productions,9532895.0,9532895.0,1
Partizan Films,9524340.0,9524340.0,1
Chimera Films LLC,9504139.0,9504139.0,1
Forthcoming Productions,9504139.0,9504139.0,1
Beachfront Films,9504139.0,9504139.0,1
Jurow-Shepherd,9500000.0,9500000.0,1
True Grit Productions,9500000.0,9500000.0,1
Film Investment Piedmont (FIP),9500000.0,9500000.0,1
"Lonely Island, The",9496130.0,9496130.0,1
Party Over,9496130.0,9496130.0,1
Headshot Films,9489829.0,9489829.0,1
Mirage,9488998.0,9488998.0,1
Stone Productions,9479718.0,9479718.0,1
Xuxa Producciones S.L.,9448082.0,9448082.0,1
Dream Factory Group,9420546.0,9420546.0,1
Huayi Tencent Entertainment Company,9420546.0,9420546.0,1
Mandoo Pictures,9420546.0,9420546.0,1
Eracme Entertainment,9420546.0,9420546.0,1
Наше Кино,9409000.0,9409000.0,1
Fish Productions,9381260.0,9381260.0,1
MMC Studios,9366227.0,9366227.0,1
Banque Populaire Images 9,9366227.0,9366227.0,1
Cheri Productions,9366227.0,9366227.0,1
Erste MMC-Production,9366227.0,9366227.0,1
Tiggy Films,9366227.0,9366227.0,1
Cine Productions,9366227.0,9366227.0,1
On My Own,9323833.0,9323833.0,1
Slough Pond,9304609.0,9304609.0,1
Vision International,9261216.0,4630608.0,2
Allied Artists,9250000.0,9250000.0,1
Transworld Pictures,9250000.0,9250000.0,1
Mirage Films,9243140.0,9243140.0,1
Cosmic Pictures,9237470.0,9237470.0,1
IM Filmproduktion,9237470.0,9237470.0,1
Trans World Entertainment (TWE),9229401.0,9229401.0,1
Horsethief Pictures,9206470.0,9206470.0,1
Greenfox,9205924.0,9205924.0,1
Getaway Films,9200000.0,9200000.0,1
Sunday Night,9155773.0,4577886.5,2
Palo Alto Productions,9140685.0,4570342.5,2
Such Much Films,9138338.0,9138338.0,1
Seven Pictures Film,9127383.0,9127383.0,1
Little Shark Entertainment GmbH,9127383.0,9127383.0,1
Longfellow Pictures,9121925.0,3040641.6666666665,3
Beco Films,9114702.0,9114702.0,1
Logie Pictures,9114264.0,9114264.0,1
Paradox Film,9100000.0,9100000.0,1
Newgrange Pictures,9100000.0,9100000.0,1
Lakeline Productions Ltd.,9056073.0,9056073.0,1
TF1 International,9046937.0,4523468.5,2
Impossible Films,9027600.0,9027600.0,1
ContentFilm,9023750.0,3007916.6666666665,3
Monterey Productions,9012000.0,9012000.0,1
Dear Film Produzione,9000000.0,4500000.0,2
Layton,8988731.0,8988731.0,1
Iyara Films,8936663.0,8936663.0,1
SenArt Films,8934004.0,4467002.0,2
Northern Ireland Screen,8920811.0,4460405.5,2
A-1 Kino Video,8910819.0,8910819.0,1
Kawoosh! Productions DTV I,8900000.0,8900000.0,1
Sirena Film,8899888.0,4449944.0,2
CIP Filmproduktion GmbH,8894289.0,8894289.0,1
Aries Cinematográfica Argentina,8890685.0,8890685.0,1
Daybreak Pictures,8887603.0,8887603.0,1
Seraphim Films,8862354.0,8862354.0,1
Apjac International,8844595.0,8844595.0,1
Caramel Films,8835322.0,4417661.0,2
Deiz Production,8826094.0,8826094.0,1
Dentsu Productions Ltd.,8826094.0,8826094.0,1
Sony Computer Entertainment,8821329.0,8821329.0,1
Blockade Entertainment,8821329.0,8821329.0,1
22h22,8812494.0,4406247.0,2
Twentieth Century-Fox,8810591.0,8810591.0,1
Comedy Central,8786756.0,8786756.0,1
SPAD Films,8784318.0,8784318.0,1
Jerry Leider Company,8784318.0,8784318.0,1
Shoebox Films,8708789.0,4354394.5,2
Kadokawa Shoten Publishing Co. Ltd.,8690429.0,8690429.0,1
Omega Project,8690429.0,8690429.0,1
Beijing Poly-bona Film Publishing Company,8685526.0,8685526.0,1
Las Producciones del Escorpión S.L.,8647055.0,4323527.5,2
Viking Film,8646157.0,8646157.0,1
Colossal Entertainment,8642858.0,8642858.0,1
Condemned Productions,8642858.0,8642858.0,1
Sidestreet Entertainment,8642858.0,8642858.0,1
On The Corner Films,8639430.0,4319715.0,2
Programme MEDIA de la Communauté Européenne,8639251.0,2879750.3333333335,3
Inimitable Pictures,8636315.0,4318157.5,2
Nepenthe Productions,8624450.0,4312225.0,2
Egoli Tossell Film,8624445.0,4312222.5,2
Red Dragon Productions S.A.,8620929.0,8620929.0,1
The Caddo Company,8600000.0,4300000.0,2
Park Pictures,8537968.0,1422994.6666666667,6
Grandview Pictures,8524534.0,8524534.0,1
El Mar Pictures,8524534.0,8524534.0,1
Applied Action,8479793.0,8479793.0,1
Outpost Studios,8459458.0,8459458.0,1
Universal Music,8413144.0,8413144.0,1
Mediaset,8371085.0,8371085.0,1
Biscottificio Verona,8371085.0,8371085.0,1
Banca Popolare di Vicenza,8371085.0,8371085.0,1
Religiosa Primitiva,8362969.0,8362969.0,1
Hong Kong Film Directors Guild,8359717.0,8359717.0,1
Vivendi Entertainment,8337978.0,4168989.0,2
Lightbox Entertainment,8306690.0,8306690.0,1
4 Cats Pictures,8306690.0,8306690.0,1
Palisades California Inc.,8247943.0,8247943.0,1
Castafiore Films,8218666.0,4109333.0,2
ICF,8203235.0,8203235.0,1
Masada Productions,8178569.0,8178569.0,1
Big Arty Productions,8176544.0,8176544.0,1
Becker International,8159508.0,8159508.0,1
Claraflora,8159508.0,8159508.0,1
NorthSee,8159508.0,8159508.0,1
Media Farm,8138788.0,8138788.0,1
27 Films Production,8135031.0,8135031.0,1
New Holland Pictures,8135031.0,8135031.0,1
Polar Entertainment,8121547.0,4060773.5,2
Kartemquin Films,8113059.0,4056529.5,2
Spartan Productions (II),8112712.0,8112712.0,1
La Parti Productions,8109160.0,8109160.0,1
Melusine Productions,8109160.0,8109160.0,1
Les Armateurs,8109160.0,8109160.0,1
Maybe Movies,8109160.0,8109160.0,1
Kinologic Films,8106475.0,8106475.0,1
Les Films Upside Down,8106475.0,8106475.0,1
Upside Down Films,8106475.0,8106475.0,1
Golden Harvest Productions,8096542.0,8096542.0,1
Laura Films,8083123.0,8083123.0,1
Caramel Film,8070003.0,4035001.5,2
DMK Mediafonds International,8059140.0,8059140.0,1
Mantle Clinic II,8038508.0,8038508.0,1
Gotham Entertainment Group,8026971.0,8026971.0,1
Central Motion Pictures,8014945.0,2671648.3333333335,3
Hercules Films,8009329.0,8009329.0,1
MelinaFilm,8000000.0,8000000.0,1
John Ford Productions,8000000.0,8000000.0,1
Lopert Pictures Corporation,8000000.0,8000000.0,1
Mabel Normand Feature Film Company,8000000.0,8000000.0,1
The Universal Film Mfg. Co.,8000000.0,8000000.0,1
Renaissance Films,7960589.0,3980294.5,2
Tartan Films,7938872.0,7938872.0,1
Northbrook Films,7936012.0,7936012.0,1
Anchor Bay Films,7912432.0,1318738.6666666667,6
Mandarin Films,7903504.0,3951752.0,2
Blagbuster,7900000.0,7900000.0,1
The Alamo Company,7900000.0,7900000.0,1
Le 12e Art,7900000.0,7900000.0,1
C2M Productions,7900000.0,7900000.0,1
Légende Films,7900000.0,7900000.0,1
Smokescreen Inc.,7897645.0,7897645.0,1
Fastnet Films,7847000.0,7847000.0,1
World Film Services,7840873.0,7840873.0,1
Wandering Star Pictures,7810000.0,7810000.0,1
Republic Pictures (I),7800000.0,7800000.0,1
Mikros Image,7800000.0,7800000.0,1
La Station d'Animation,7800000.0,7800000.0,1
Aggregate Film,7800000.0,7800000.0,1
Thunderbox Films,7778177.0,7778177.0,1
Sarah Radclyffe Productions - Sirens Limited,7770731.0,7770731.0,1
Samson Productions II,7770731.0,7770731.0,1
British Screen Finance Ltd,7770731.0,7770731.0,1
Imax Film Entertainment,7732325.0,7732325.0,1
Premise Media Corporation,7700000.0,7700000.0,1
Square Enix,7671460.0,3835730.0,2
Star Entertainment,7644937.0,7644937.0,1
Fox Film Corporation,7630121.0,3815060.5,2
Rossen Films,7600000.0,7600000.0,1
Suftley,7563728.0,7563728.0,1
Sacromonte Films,7556882.0,3778441.0,2
Atípica Films,7556882.0,3778441.0,2
Corner Work,7547762.0,7547762.0,1
21st Century Film Corporation,7537641.0,3768820.5,2
venezia 64,7537453.0,7537453.0,1
Deux Chevaux Films,7527232.0,7527232.0,1
Cohen Media Group,7527232.0,7527232.0,1
Calamity Films,7523634.0,7523634.0,1
Premiere Picture,7521702.0,3760851.0,2
Corsan,7517295.0,2505765.0,3
Ketchup Entertainment,7500000.0,7500000.0,1
Bavaria Film Partners,7500000.0,7500000.0,1
VisionPlus Fund I,7500000.0,7500000.0,1
Sanford Productions (III),7500000.0,7500000.0,1
Vasan Visual Ventures,7500000.0,7500000.0,1
Subzero Film Entertainment,7500000.0,7500000.0,1
Waterstone Entertainment,7500000.0,7500000.0,1
Wescom Barber International,7496681.0,7496681.0,1
Adams Apple Film Company,7496681.0,7496681.0,1
South Street Films,7496681.0,7496681.0,1
Warner Premiere,7486792.0,3743396.0,2
Global Produce,7456653.0,3728326.5,2
Jeff Rice Films,7449681.0,7449681.0,1
Krisjair,7434726.0,7434726.0,1
Laredo,7434726.0,7434726.0,1
Bones,7401480.0,7401480.0,1
Cheerland Entertainment Organization,7400000.0,7400000.0,1
Ming Productions,7400000.0,7400000.0,1
Zero Fiction Film,7400000.0,7400000.0,1
Bluewater Pictures,7400000.0,7400000.0,1
Rocket Pictures,7385434.0,7385434.0,1
Alliance Atlantis Motion Picture Production,7385434.0,7385434.0,1
Sofica UGC 1,7356393.0,7356393.0,1
Schramm Film Koerner & Weber,7313722.0,3656861.0,2
Balcor Film Investors,7301359.0,3650679.5,2
Eagle Beach Productions,7292175.0,7292175.0,1
Starway International Inc.,7282851.0,7282851.0,1
Spacegate Productions,7282851.0,7282851.0,1
Roven Productions,7237794.0,7237794.0,1
Thinkfilm,7230147.0,1807536.75,4
FilmDallas Pictures,7218340.0,7218340.0,1
Bountiful Film Partners,7218340.0,7218340.0,1
Les films de la butte,7211180.0,7211180.0,1
TS Productions,7210336.0,3605168.0,2
Bill and Ben Productions,7200039.0,7200039.0,1
Kurier,7200000.0,7200000.0,1
MVP Films,7199773.0,3599886.5,2
Cyrkfilms,7191399.0,7191399.0,1
Spanish Ministry of Culture,7191399.0,7191399.0,1
Due West,7191399.0,7191399.0,1
Ministère de la Culture,7191399.0,7191399.0,1
Y & M Productions,7175592.0,7175592.0,1
Spice Factory,7162406.0,3581203.0,2
Gramercy Pictures (I),7161943.0,3580971.5,2
R.S. Entertainment,7133082.0,7133082.0,1
Phi Group,7103838.0,7103838.0,1
Profit,7103285.0,2367761.6666666665,3
Film Fund Luxembourg,7099836.0,2366612.0,3
Avex Inc.,7096000.0,7096000.0,1
Basic Pictures,7096000.0,7096000.0,1
Eurofilm Stúdió,7070330.0,7070330.0,1
Forgan-Smith Entertainment,7070330.0,7070330.0,1
Archipel 35,7062460.0,3531230.0,2
Hollywood Partners,7060876.0,7060876.0,1
Charenton Productions,7060876.0,7060876.0,1
Urania Pictures S.r.l.,7034007.0,7034007.0,1
Outlander Productions,7033683.0,7033683.0,1
Vulcan Productions Inc.,7022209.0,7022209.0,1
Malvern Pictures,7018189.0,7018189.0,1
Apulia Film Commission,7009201.0,3504600.5,2
Disney Channel,7000000.0,7000000.0,1
Dribble Productions,7000000.0,7000000.0,1
American Film Institute (AFI),7000000.0,7000000.0,1
Windsor Productions,7000000.0,7000000.0,1
Platinum Equity,7000000.0,7000000.0,1
Libra Films,7000000.0,7000000.0,1
Corn Cobb Productions,6980986.0,6980986.0,1
Beijing Film Studio,6971266.0,6971266.0,1
Wide River Investments,6971266.0,6971266.0,1
Hero China International,6971266.0,6971266.0,1
Cinema Verity,6908797.0,6908797.0,1
Cannon Entertainment,6908797.0,6908797.0,1
Penta Pictures,6887859.0,3443929.5,2
Belgacom,6868035.0,3434017.5,2
Euro-Images,6860853.0,6860853.0,1
France Television,6860853.0,6860853.0,1
BH Tilt,6833445.0,6833445.0,1
Top Hat Releasing,6833445.0,6833445.0,1
Taormina Productions,6808550.0,6808550.0,1
Fortress Films,6739141.0,6739141.0,1
Jonesfilm,6735922.0,6735922.0,1
Triple Ajaxxx,6735922.0,6735922.0,1
Galactic Films,6735922.0,6735922.0,1
Pantheon Entertainment Corporation,6732980.0,6732980.0,1
Omega Entertainment,6732980.0,6732980.0,1
Innocence Productions,6732980.0,6732980.0,1
Pt. Merantau Films,6732396.0,3366198.0,2
"Hermitage Bridge Studio, The",6723732.0,6723732.0,1
State Hermitage Museum,6723732.0,6723732.0,1
Fortissimo Films,6704003.0,3352001.5,2
Smoking Gun Productions,6676471.0,6676471.0,1
Causeway Films,6676471.0,6676471.0,1
CineSon Entertainment,6670712.0,6670712.0,1
Filmsmith Productions,6670712.0,6670712.0,1
Gremi Film Production,6670712.0,6670712.0,1
Medici Entertainment,6670712.0,6670712.0,1
CinemaNX,6656929.0,2218976.3333333335,3
ATR Films,6614280.0,6614280.0,1
MMP Erste Filmproduktions,6614280.0,6614280.0,1
Moviemakers Productions (MMP),6614280.0,6614280.0,1
People Pictures,6600000.0,6600000.0,1
Woss Group Film Productions,6585516.0,6585516.0,1
WTA,6585516.0,6585516.0,1
Endymion Films,6585516.0,6585516.0,1
Mission Pictures,6584159.0,6584159.0,1
Pelican Productions LLC,6575282.0,6575282.0,1
MG Media,6539223.0,3269611.5,2
TAT Communications Company,6521083.0,6521083.0,1
Traction Media,6511725.0,3255862.5,2
Mirae Asset Capital,6502364.0,6502364.0,1
Muhan Investment,6502364.0,6502364.0,1
Cinesoul,6502364.0,6502364.0,1
Korea Pictures,6502364.0,6502364.0,1
LJ Film,6502364.0,6502364.0,1
Picture Securities,6500000.0,6500000.0,1
JA Entertainment,6500000.0,6500000.0,1
CN Film,6500000.0,6500000.0,1
The Movie Group,6500000.0,6500000.0,1
60/80 Productions,6488144.0,6488144.0,1
Osterman Weekend Associates,6486797.0,6486797.0,1
Metanoia Films,6485961.0,6485961.0,1
Santa Fé Films,6485961.0,6485961.0,1
Bleiberg Entertainment,6469193.0,3234596.5,2
creative differences,6467348.0,6467348.0,1
History films,6467348.0,6467348.0,1
Ministero per i Beni e le Attività Culturali,6463286.0,6463286.0,1
Flashpoint (I),6451628.0,6451628.0,1
Casa Kafka Pictures Movie Tax Shelter Empowered by Belfius,6441534.0,3220767.0,2
Camp Grey,6341684.0,6341684.0,1
3311 Productions,6337809.0,1584452.25,4
MACT Productions,6313913.0,3156956.5,2
Scout Productions,6300377.0,3150188.5,2
Exponential Films,6294161.0,6294161.0,1
Embargo Films,6294161.0,6294161.0,1
Mattel Entertainment,6272403.0,6272403.0,1
Dolphin Entertainment,6272403.0,6272403.0,1
Verdi Productions,6219491.0,3109745.5,2
Tri-State Pictures,6212282.0,6212282.0,1
Bruce Cohen Productions,6174491.0,6174491.0,1
Younger Than You,6174491.0,6174491.0,1
Seven Pictures,6164219.0,3082109.5,2
3 Days in Vegas,6134438.0,6134438.0,1
NG Production,6134438.0,6134438.0,1
Red Tie Films,6134438.0,6134438.0,1
Pentamerica,6132924.0,6132924.0,1
Avenue Entertainment,6110979.0,6110979.0,1
Sudden Storm Productions,6108720.0,6108720.0,1
MeniThings LLC,6101046.0,6101046.0,1
PFH Entertainment,6100000.0,6100000.0,1
Saregama HMV,6100000.0,6100000.0,1
Leopardo Filmes,6063556.0,6063556.0,1
Radiotelevisão Portuguesa (RTP),6063556.0,6063556.0,1
Talandracas,6063556.0,6063556.0,1
Alfama Films,6063556.0,6063556.0,1
Shooting Star Pictures,6033999.0,6033999.0,1
No Limit Films,6033999.0,6033999.0,1
Arturo González Producciones Cinematográficas S.A.,6000000.0,6000000.0,1
Grandon Productions,6000000.0,6000000.0,1
Aspen Productions,6000000.0,6000000.0,1
Coldstream Films,6000000.0,6000000.0,1
Marvin Schwartz Productions,6000000.0,6000000.0,1
Dreamland Productions,6000000.0,6000000.0,1
Goldstein Films,6000000.0,6000000.0,1
Eve Productions,6000000.0,6000000.0,1
Coco,5989640.0,5989640.0,1
Crusader Entertainment,5989640.0,5989640.0,1
Scenario Lane Productions,5989640.0,5989640.0,1
Film 111,5989640.0,5989640.0,1
QI Quality International GmbH Co. KG,5989640.0,5989640.0,1
MFF (Sound of Thunder),5989640.0,5989640.0,1
Jericho Productions Ltd.,5989640.0,5989640.0,1
Matrix Film Finance,5989640.0,5989640.0,1
Atlantic Productions,5979011.0,5979011.0,1
Cinelou Films,5960281.0,2980140.5,2
A.M.A. Film,5932791.0,2966395.5,2
Lietuvos Kinostudija,5926410.0,5926410.0,1
Filmax Group,5926410.0,5926410.0,1
Filmax International,5926410.0,5926410.0,1
Rosebud Productions,5923044.0,5923044.0,1
Fearon Entertainment,5923000.0,5923000.0,1
White Orchid Films,5923000.0,5923000.0,1
Visionbox Pictures,5923000.0,5923000.0,1
Bloodline Films,5923000.0,5923000.0,1
Sunset Gower Studios,5914908.0,5914908.0,1
Eros Entertainment,5900000.0,5900000.0,1
Nadiadwala Grandson Entertainment,5900000.0,5900000.0,1
Finding Cinema,5900000.0,5900000.0,1
Zentropa Entertainments20,5900000.0,5900000.0,1
TV2 Danmark,5900000.0,5900000.0,1
Cold Iron Pictures,5894669.0,2947334.5,2
Post Haste Digital,5879736.0,5879736.0,1
Eastern Productions,5864656.0,2932328.0,2
Marvel Productions,5849647.0,5849647.0,1
Sunbow Productions,5849647.0,5849647.0,1
HBO Pictures,5844868.0,5844868.0,1
China Film Group Corporation,5837674.0,5837674.0,1
Modern People,5816211.0,5816211.0,1
Indiana Production Company,5809330.0,5809330.0,1
Ivy Boy Productions,5802422.0,5802422.0,1
Capital Arts Entertainment,5800000.0,5800000.0,1
Phantom Productions,5800000.0,2900000.0,2
Super Ecran,5781885.0,5781885.0,1
Fuji Eight Company Ltd.,5781885.0,5781885.0,1
Fries Film Group,5781885.0,5781885.0,1
Colgems Productions Ltd.,5778353.0,5778353.0,1
Blue Haze Entertainment,5774854.0,5774854.0,1
Space Films,5770254.0,5770254.0,1
CinemArt,5770254.0,5770254.0,1
Ceská Televize,5770254.0,5770254.0,1
The Czech Republic State Fund for Support and Development of Cinematography,5770254.0,5770254.0,1
Pro-ject Filmproduktion,5769290.0,2884645.0,2
Nicolas Entertainment,5765562.0,5765562.0,1
Hexagon Pictures,5753490.0,5753490.0,1
Argos Films,5752906.0,1150581.2,5
Wicked Films,5728953.0,5728953.0,1
Corrino Media Corporation,5728213.0,5728213.0,1
Staccato Films,5728213.0,5728213.0,1
Creative England,5725239.0,1908413.0,3
IFC Productions,5722211.0,1430552.75,4
ATO Pictures,5706903.0,1426725.75,4
Desert Wolf Productions,5681622.0,5681622.0,1
Michael Grandage Company,5681622.0,5681622.0,1
Sundial Pictures,5674471.0,2837235.5,2
The Film Works,5668801.0,2834400.5,2
Starburns Industries,5659286.0,5659286.0,1
Chrysalis Films,5634828.0,5634828.0,1
Django Film,5615187.0,2807593.5,2
Beijing Starlit Movie and TV Culture,5612666.0,2806333.0,2
Tales From The Crypt Holdings,5600000.0,5600000.0,1
Riofilm,5596708.0,5596708.0,1
Videofilms,5596708.0,5596708.0,1
NBC Productions,5596267.0,5596267.0,1
France2 Cinéma,5590930.0,2795465.0,2
Moviecorp VI,5588800.0,5588800.0,1
RSL Entertainment Corp.,5588800.0,5588800.0,1
